source																	target
0	-0.016926	-0.004463	-0.01967	0.015053	0.021771	0.021673	-0.009403	0.024967	0.013623	-0.010723	-0.009716	-0.0249	-0.02247	-0.019256	-0.006898	0.00684	52
0	-0.016926	-0.004463	-0.01967	0.015053	0.021771	0.021673	-0.009403	0.024967	0.013623	-0.010723	-0.009716	-0.0249	-0.02247	-0.019256	-0.006898	0.00684	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	52
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
1	-0.002946	0.022448	-0.019575	-0.00773	0.00697	-0.01941	-0.021609	-0.010248	-0.015499	0.02676	-0.000961	-0.025155	-0.019385	0.028717	-0.021262	-0.028436	52
1	-0.002946	0.022448	-0.019575	-0.00773	0.00697	-0.01941	-0.021609	-0.010248	-0.015499	0.02676	-0.000961	-0.025155	-0.019385	0.028717	-0.021262	-0.028436	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	52
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
2	-0.022675	0.005113	-0.008685	-0.000754	0.013141	-0.006287	-0.02852	-0.020116	-0.003556	-0.02706	0.000776	-0.013829	-0.015821	0.019325	0.02313	0.026715	66
2	-0.022675	0.005113	-0.008685	-0.000754	0.013141	-0.006287	-0.02852	-0.020116	-0.003556	-0.02706	0.000776	-0.013829	-0.015821	0.019325	0.02313	0.026715	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	66
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
3	-0.009523	-0.019717	-0.0178	0.017731	-0.030555	0.009537	0.014623	-0.016632	-0.020035	-0.014259	0.029808	-0.015953	0.027655	0.016532	0.012686	0.025359	69
3	-0.009523	-0.019717	-0.0178	0.017731	-0.030555	0.009537	0.014623	-0.016632	-0.020035	-0.014259	0.029808	-0.015953	0.027655	0.016532	0.012686	0.025359	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	69
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
4	0.020574	-0.017409	0.02379	0.021431	0.021651	0.016317	-0.01363	0.013752	0.003879	0.021163	-0.02682	-0.020103	-0.000984	-0.001745	0.024685	-0.004868	50
4	0.020574	-0.017409	0.02379	0.021431	0.021651	0.016317	-0.01363	0.013752	0.003879	0.021163	-0.02682	-0.020103	-0.000984	-0.001745	0.024685	-0.004868	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	50
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
5	-0.005481	-0.028943	-0.001417	0.02909	-0.03135	0.014912	0.013403	0.003349	-0.011968	-0.014662	0.031647	0.031446	0.005321	-0.020257	0.016653	-0.012031	61
5	-0.005481	-0.028943	-0.001417	0.02909	-0.03135	0.014912	0.013403	0.003349	-0.011968	-0.014662	0.031647	0.031446	0.005321	-0.020257	0.016653	-0.012031	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	61
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
6	-0.031322	-0.022241	0.010975	0.024774	0.018356	-0.010984	-0.000863	-0.025968	-0.004647	-0.0214	0.020308	0.02339	-0.002465	0.001433	0.002017	0.00482	61
6	-0.031322	-0.022241	0.010975	0.024774	0.018356	-0.010984	-0.000863	-0.025968	-0.004647	-0.0214	0.020308	0.02339	-0.002465	0.001433	0.002017	0.00482	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	61
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
7	0.027642	-0.017003	-0.016978	0.02663	0.014411	0.017219	0.012045	-0.01599	-0.013208	-0.022918	-0.022711	0.027532	-0.02209	0.021103	-0.013416	-0.029275	68
7	0.027642	-0.017003	-0.016978	0.02663	0.014411	0.017219	0.012045	-0.01599	-0.013208	-0.022918	-0.022711	0.027532	-0.02209	0.021103	-0.013416	-0.029275	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	68
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
8	-0.01773	-0.028293	-0.014061	-0.021711	-0.028615	0.00411	-0.025984	-0.006105	-0.031831	0.000477	-0.026582	-0.01445	0.017491	-0.018313	0.020053	0.031667	54
8	-0.01773	-0.028293	-0.014061	-0.021711	-0.028615	0.00411	-0.025984	-0.006105	-0.031831	0.000477	-0.026582	-0.01445	0.017491	-0.018313	0.020053	0.031667	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	54
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
8	-0.01773	-0.028293	-0.014061	-0.021711	-0.028615	0.00411	-0.025984	-0.006105	-0.031831	0.000477	-0.026582	-0.01445	0.017491	-0.018313	0.020053	0.031667	61
8	-0.01773	-0.028293	-0.014061	-0.021711	-0.028615	0.00411	-0.025984	-0.006105	-0.031831	0.000477	-0.026582	-0.01445	0.017491	-0.018313	0.020053	0.031667	100
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	61
68	0.007094	0.017309	-0.025521	0.012796	0.010804	0.01035	0.020564	0.015769	0.021788	-0.022929	-0.000393	-0.017999	-0.009012	0.00919	-0.030624	-0.009704	100
8	-0.01773	-0.028293	-0.014061	-0.021711	-0.028615	0.00411	-0.025984	-0.006105	-0.031831	0.000477	-0.026582	-0.01445	0.017491	-0.018313	0.020053	0.031667	68
